feature_id,k,n_selected,n_seeds,selection_frequency,feature_family,stability_metric,seed_a,seed_b,spearman_corr,jaccard_similarity,mean_abs_attribution,bootstrap_ci_low,bootstrap_ci_high,n_subjects,validation_source,group_name,delta_probability
EC|TP8-CB1|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|TP8-PO7|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
seed_pair:0-1,20.0,,,,PSD,seed_pair_spearman_jaccard,0.0,1.0,0.0710545447340364,0.0,,,,,topk_selection_stability,,
seed_pair:0-2,20.0,,,,PSD,seed_pair_spearman_jaccard,0.0,2.0,0.1210505673651198,0.0,,,,,topk_selection_stability,,
seed_pair:0-3,20.0,,,,PSD,seed_pair_spearman_jaccard,0.0,3.0,0.066732616202548,0.0,,,,,topk_selection_stability,,
seed_pair:0-4,20.0,,,,PSD,seed_pair_spearman_jaccard,0.0,4.0,0.0960521481143046,0.0,,,,,topk_selection_stability,,
seed_pair:0-5,20.0,,,,PSD,seed_pair_spearman_jaccard,0.0,5.0,0.0700745093777034,0.0,,,,,topk_selection_stability,,
seed_pair:0-7,20.0,,,,PSD,seed_pair_spearman_jaccard,0.0,7.0,0.1174241684749369,0.0,,,,,topk_selection_stability,,
seed_pair:0-13,20.0,,,,PSD,seed_pair_spearman_jaccard,0.0,13.0,0.1831624715865797,0.0,,,,,topk_selection_stability,,
seed_pair:0-21,20.0,,,,PSD,seed_pair_spearman_jaccard,0.0,21.0,0.0641675192028245,0.0,,,,,topk_selection_stability,,
seed_pair:0-42,20.0,,,,PSD,seed_pair_spearman_jaccard,0.0,42.0,0.2055342830260755,0.0,,,,,topk_selection_stability,,
seed_pair:1-2,20.0,,,,PSD,seed_pair_spearman_jaccard,1.0,2.0,0.9016470969431952,0.6,,,,,topk_selection_stability,,
seed_pair:1-3,20.0,,,,PSD,seed_pair_spearman_jaccard,1.0,3.0,0.9335028790031928,0.2903225806451613,,,,,topk_selection_stability,,
seed_pair:1-4,20.0,,,,PSD,seed_pair_spearman_jaccard,1.0,4.0,0.9181479913412826,0.6,,,,,topk_selection_stability,,
seed_pair:1-5,20.0,,,,PSD,seed_pair_spearman_jaccard,1.0,5.0,0.9574093138033352,0.3793103448275862,,,,,topk_selection_stability,,
seed_pair:1-7,20.0,,,,PSD,seed_pair_spearman_jaccard,1.0,7.0,0.945550635402896,0.4285714285714285,,,,,topk_selection_stability,,
seed_pair:1-13,20.0,,,,PSD,seed_pair_spearman_jaccard,1.0,13.0,0.90465069522369,0.4814814814814814,,,,,topk_selection_stability,,
seed_pair:1-21,20.0,,,,PSD,seed_pair_spearman_jaccard,1.0,21.0,0.9327932173184842,0.25,,,,,topk_selection_stability,,
seed_pair:1-42,20.0,,,,PSD,seed_pair_spearman_jaccard,1.0,42.0,0.8878690248045044,0.5384615384615384,,,,,topk_selection_stability,,
seed_pair:2-3,20.0,,,,PSD,seed_pair_spearman_jaccard,2.0,3.0,0.9231659448640512,0.2121212121212121,,,,,topk_selection_stability,,
seed_pair:2-4,20.0,,,,PSD,seed_pair_spearman_jaccard,2.0,4.0,0.9389555749745696,0.6,,,,,topk_selection_stability,,
seed_pair:2-5,20.0,,,,PSD,seed_pair_spearman_jaccard,2.0,5.0,0.9129659021474004,0.4285714285714285,,,,,topk_selection_stability,,
seed_pair:2-7,20.0,,,,PSD,seed_pair_spearman_jaccard,2.0,7.0,0.908809333092846,0.3793103448275862,,,,,topk_selection_stability,,
seed_pair:2-13,20.0,,,,PSD,seed_pair_spearman_jaccard,2.0,13.0,0.8666472994539205,0.5384615384615384,,,,,topk_selection_stability,,
seed_pair:2-21,20.0,,,,PSD,seed_pair_spearman_jaccard,2.0,21.0,0.923040883564492,0.25,,,,,topk_selection_stability,,
seed_pair:2-42,20.0,,,,PSD,seed_pair_spearman_jaccard,2.0,42.0,0.8837321240577788,0.4814814814814814,,,,,topk_selection_stability,,
seed_pair:3-4,20.0,,,,PSD,seed_pair_spearman_jaccard,3.0,4.0,0.9372527657283088,0.25,,,,,topk_selection_stability,,
seed_pair:3-5,20.0,,,,PSD,seed_pair_spearman_jaccard,3.0,5.0,0.9345684059375564,0.3793103448275862,,,,,topk_selection_stability,,
seed_pair:3-7,20.0,,,,PSD,seed_pair_spearman_jaccard,3.0,7.0,0.9297603059747658,0.3333333333333333,,,,,topk_selection_stability,,
seed_pair:3-13,20.0,,,,PSD,seed_pair_spearman_jaccard,3.0,13.0,0.8766935214342305,0.3333333333333333,,,,,topk_selection_stability,,
seed_pair:3-21,20.0,,,,PSD,seed_pair_spearman_jaccard,3.0,21.0,0.950451511502172,0.3793103448275862,,,,,topk_selection_stability,,
seed_pair:3-42,20.0,,,,PSD,seed_pair_spearman_jaccard,3.0,42.0,0.8878272988536727,0.2903225806451613,,,,,topk_selection_stability,,
seed_pair:4-5,20.0,,,,PSD,seed_pair_spearman_jaccard,4.0,5.0,0.9194256446178624,0.4285714285714285,,,,,topk_selection_stability,,
seed_pair:4-7,20.0,,,,PSD,seed_pair_spearman_jaccard,4.0,7.0,0.904051583998098,0.5384615384615384,,,,,topk_selection_stability,,
seed_pair:4-13,20.0,,,,PSD,seed_pair_spearman_jaccard,4.0,13.0,0.851235650512527,0.5384615384615384,,,,,topk_selection_stability,,
seed_pair:4-21,20.0,,,,PSD,seed_pair_spearman_jaccard,4.0,21.0,0.928116210269654,0.2903225806451613,,,,,topk_selection_stability,,
seed_pair:4-42,20.0,,,,PSD,seed_pair_spearman_jaccard,4.0,42.0,0.8764465166261306,0.4285714285714285,,,,,topk_selection_stability,,
seed_pair:5-7,20.0,,,,PSD,seed_pair_spearman_jaccard,5.0,7.0,0.9471486635603368,0.3793103448275862,,,,,topk_selection_stability,,
seed_pair:5-13,20.0,,,,PSD,seed_pair_spearman_jaccard,5.0,13.0,0.8858050762882671,0.4285714285714285,,,,,topk_selection_stability,,
seed_pair:5-21,20.0,,,,PSD,seed_pair_spearman_jaccard,5.0,21.0,0.9323809987246195,0.3793103448275862,,,,,topk_selection_stability,,
seed_pair:5-42,20.0,,,,PSD,seed_pair_spearman_jaccard,5.0,42.0,0.8944519637275611,0.4814814814814814,,,,,topk_selection_stability,,
seed_pair:7-13,20.0,,,,PSD,seed_pair_spearman_jaccard,7.0,13.0,0.92271348636928,0.3793103448275862,,,,,topk_selection_stability,,
seed_pair:7-21,20.0,,,,PSD,seed_pair_spearman_jaccard,7.0,21.0,0.93192207154194,0.25,,,,,topk_selection_stability,,
seed_pair:7-42,20.0,,,,PSD,seed_pair_spearman_jaccard,7.0,42.0,0.885705161284495,0.3333333333333333,,,,,topk_selection_stability,,
seed_pair:13-21,20.0,,,,PSD,seed_pair_spearman_jaccard,13.0,21.0,0.9013409415204388,0.25,,,,,topk_selection_stability,,
seed_pair:13-42,20.0,,,,PSD,seed_pair_spearman_jaccard,13.0,42.0,0.8760105795099358,0.4814814814814814,,,,,topk_selection_stability,,
seed_pair:21-42,20.0,,,,PSD,seed_pair_spearman_jaccard,21.0,42.0,0.8833741899935226,0.2903225806451613,,,,,topk_selection_stability,,
seed_pair:0-1,20.0,,,,WPLI,seed_pair_spearman_jaccard,0.0,1.0,0.8619178731183854,0.081081081081081,,,,,topk_selection_stability,,
seed_pair:0-2,20.0,,,,WPLI,seed_pair_spearman_jaccard,0.0,2.0,0.8828178100321008,0.0256410256410256,,,,,topk_selection_stability,,
seed_pair:0-3,20.0,,,,WPLI,seed_pair_spearman_jaccard,0.0,3.0,0.9213724793429992,0.1764705882352941,,,,,topk_selection_stability,,
seed_pair:0-4,20.0,,,,WPLI,seed_pair_spearman_jaccard,0.0,4.0,0.8952703158376202,0.0256410256410256,,,,,topk_selection_stability,,
seed_pair:0-5,20.0,,,,WPLI,seed_pair_spearman_jaccard,0.0,5.0,0.9203741776613638,0.081081081081081,,,,,topk_selection_stability,,
seed_pair:0-7,20.0,,,,WPLI,seed_pair_spearman_jaccard,0.0,7.0,0.8895321728290525,0.0526315789473684,,,,,topk_selection_stability,,
seed_pair:0-13,20.0,,,,WPLI,seed_pair_spearman_jaccard,0.0,13.0,0.935069640268454,0.081081081081081,,,,,topk_selection_stability,,
seed_pair:0-21,20.0,,,,WPLI,seed_pair_spearman_jaccard,0.0,21.0,0.9053950947246816,0.0256410256410256,,,,,topk_selection_stability,,
seed_pair:0-42,20.0,,,,WPLI,seed_pair_spearman_jaccard,0.0,42.0,0.9009737843239924,0.0256410256410256,,,,,topk_selection_stability,,
seed_pair:1-2,20.0,,,,WPLI,seed_pair_spearman_jaccard,1.0,2.0,0.8531217332013209,0.0,,,,,topk_selection_stability,,
seed_pair:1-3,20.0,,,,WPLI,seed_pair_spearman_jaccard,1.0,3.0,0.8772258730978886,0.1764705882352941,,,,,topk_selection_stability,,
seed_pair:1-4,20.0,,,,WPLI,seed_pair_spearman_jaccard,1.0,4.0,0.8859611178652917,0.1428571428571428,,,,,topk_selection_stability,,
seed_pair:1-5,20.0,,,,WPLI,seed_pair_spearman_jaccard,1.0,5.0,0.8562587167126943,0.0256410256410256,,,,,topk_selection_stability,,
seed_pair:1-7,20.0,,,,WPLI,seed_pair_spearman_jaccard,1.0,7.0,0.8747154616917014,0.0526315789473684,,,,,topk_selection_stability,,
seed_pair:1-13,20.0,,,,WPLI,seed_pair_spearman_jaccard,1.0,13.0,0.8621199326998036,0.0256410256410256,,,,,topk_selection_stability,,
seed_pair:1-21,20.0,,,,WPLI,seed_pair_spearman_jaccard,1.0,21.0,0.8487105926737808,0.0,,,,,topk_selection_stability,,
seed_pair:1-42,20.0,,,,WPLI,seed_pair_spearman_jaccard,1.0,42.0,0.850020856070798,0.0256410256410256,,,,,topk_selection_stability,,
seed_pair:2-3,20.0,,,,WPLI,seed_pair_spearman_jaccard,2.0,3.0,0.8779575261772511,0.0,,,,,topk_selection_stability,,
seed_pair:2-4,20.0,,,,WPLI,seed_pair_spearman_jaccard,2.0,4.0,0.8864810444813276,0.0256410256410256,,,,,topk_selection_stability,,
seed_pair:2-5,20.0,,,,WPLI,seed_pair_spearman_jaccard,2.0,5.0,0.887817409708616,0.0256410256410256,,,,,topk_selection_stability,,
seed_pair:2-7,20.0,,,,WPLI,seed_pair_spearman_jaccard,2.0,7.0,0.9071008102478626,0.0256410256410256,,,,,topk_selection_stability,,
seed_pair:2-13,20.0,,,,WPLI,seed_pair_spearman_jaccard,2.0,13.0,0.8971690762073675,0.0,,,,,topk_selection_stability,,
seed_pair:2-21,20.0,,,,WPLI,seed_pair_spearman_jaccard,2.0,21.0,0.8927121597674542,0.1111111111111111,,,,,topk_selection_stability,,
seed_pair:2-42,20.0,,,,WPLI,seed_pair_spearman_jaccard,2.0,42.0,0.8746397821564104,0.0256410256410256,,,,,topk_selection_stability,,
seed_pair:3-4,20.0,,,,WPLI,seed_pair_spearman_jaccard,3.0,4.0,0.891869299991973,0.081081081081081,,,,,topk_selection_stability,,
seed_pair:3-5,20.0,,,,WPLI,seed_pair_spearman_jaccard,3.0,5.0,0.8885937670895985,0.0526315789473684,,,,,topk_selection_stability,,
seed_pair:3-7,20.0,,,,WPLI,seed_pair_spearman_jaccard,3.0,7.0,0.8874286097385591,0.0256410256410256,,,,,topk_selection_stability,,
seed_pair:3-13,20.0,,,,WPLI,seed_pair_spearman_jaccard,3.0,13.0,0.90202731605849,0.081081081081081,,,,,topk_selection_stability,,
seed_pair:3-21,20.0,,,,WPLI,seed_pair_spearman_jaccard,3.0,21.0,0.9002766688187473,0.0,,,,,topk_selection_stability,,
seed_pair:3-42,20.0,,,,WPLI,seed_pair_spearman_jaccard,3.0,42.0,0.8776396081046982,0.0526315789473684,,,,,topk_selection_stability,,
seed_pair:4-5,20.0,,,,WPLI,seed_pair_spearman_jaccard,4.0,5.0,0.8790107758202741,0.0,,,,,topk_selection_stability,,
seed_pair:4-7,20.0,,,,WPLI,seed_pair_spearman_jaccard,4.0,7.0,0.9189439413445858,0.0256410256410256,,,,,topk_selection_stability,,
seed_pair:4-13,20.0,,,,WPLI,seed_pair_spearman_jaccard,4.0,13.0,0.8894379052617825,0.0,,,,,topk_selection_stability,,
seed_pair:4-21,20.0,,,,WPLI,seed_pair_spearman_jaccard,4.0,21.0,0.8808960240915773,0.0,,,,,topk_selection_stability,,
seed_pair:4-42,20.0,,,,WPLI,seed_pair_spearman_jaccard,4.0,42.0,0.8626281839925438,0.0,,,,,topk_selection_stability,,
seed_pair:5-7,20.0,,,,WPLI,seed_pair_spearman_jaccard,5.0,7.0,0.8838059217137898,0.0256410256410256,,,,,topk_selection_stability,,
seed_pair:5-13,20.0,,,,WPLI,seed_pair_spearman_jaccard,5.0,13.0,0.9351154932106552,0.081081081081081,,,,,topk_selection_stability,,
seed_pair:5-21,20.0,,,,WPLI,seed_pair_spearman_jaccard,5.0,21.0,0.8984295297931686,0.0256410256410256,,,,,topk_selection_stability,,
seed_pair:5-42,20.0,,,,WPLI,seed_pair_spearman_jaccard,5.0,42.0,0.9079455302732518,0.0256410256410256,,,,,topk_selection_stability,,
seed_pair:7-13,20.0,,,,WPLI,seed_pair_spearman_jaccard,7.0,13.0,0.892831623821636,0.0,,,,,topk_selection_stability,,
seed_pair:7-21,20.0,,,,WPLI,seed_pair_spearman_jaccard,7.0,21.0,0.8793917610616026,0.0256410256410256,,,,,topk_selection_stability,,
seed_pair:7-42,20.0,,,,WPLI,seed_pair_spearman_jaccard,7.0,42.0,0.8623135096042884,0.0,,,,,topk_selection_stability,,
seed_pair:13-21,20.0,,,,WPLI,seed_pair_spearman_jaccard,13.0,21.0,0.9063988222460432,0.0256410256410256,,,,,topk_selection_stability,,
seed_pair:13-42,20.0,,,,WPLI,seed_pair_spearman_jaccard,13.0,42.0,0.91852689699029,0.1111111111111111,,,,,topk_selection_stability,,
seed_pair:21-42,20.0,,,,WPLI,seed_pair_spearman_jaccard,21.0,42.0,0.8895702019167613,0.1111111111111111,,,,,topk_selection_stability,,
EO|F5|Delta,,,,,PSD,subject_bootstrap_ci,,,,,0.0012454401510551,0.0002846020649139,0.0030451351741777,19.0,topk_selection_stability,,
EO|TP7|Beta High,,,,,PSD,subject_bootstrap_ci,,,,,0.0012282585874345,0.0005573311861587,0.0020181481941668,19.0,topk_selection_stability,,
EO|FPZ|Beta High,,,,,PSD,subject_bootstrap_ci,,,,,0.0011585975659093,0.0001609369764131,0.0030918202576777,19.0,topk_selection_stability,,
EO|C5|Beta High,,,,,PSD,subject_bootstrap_ci,,,,,0.0011239366948613,0.0005556275940527,0.0017854535886363,19.0,topk_selection_stability,,
EO|F5|Beta High,,,,,PSD,subject_bootstrap_ci,,,,,0.0011137448877745,0.0005146727681676,0.0019384087019146,19.0,topk_selection_stability,,
EO|FC5|Delta,,,,,PSD,subject_bootstrap_ci,,,,,0.0011073389661664,0.0002785036424967,0.0025370837975313,19.0,topk_selection_stability,,
EO|FC5|Beta High,,,,,PSD,subject_bootstrap_ci,,,,,0.0010970616175415,0.000514506701672,0.0017206412432884,19.0,topk_selection_stability,,
EO|TP7|Delta,,,,,PSD,subject_bootstrap_ci,,,,,0.0010455819143843,0.0003232045547818,0.0021498674313621,19.0,topk_selection_stability,,
EO|F7|Delta,,,,,PSD,subject_bootstrap_ci,,,,,0.0010083752847238,0.000277427604833,0.0019420516912412,19.0,topk_selection_stability,,
EO|P1|Theta,,,,,PSD,subject_bootstrap_ci,,,,,0.0009964772169999,0.0003160795658167,0.0022883502040421,19.0,topk_selection_stability,,
EO|T7|Delta,,,,,PSD,subject_bootstrap_ci,,,,,0.0009757731930126,0.0003170918635903,0.0019846901379325,19.0,topk_selection_stability,,
EO|FC4|Beta High,,,,,PSD,subject_bootstrap_ci,,,,,0.0009493270278127,0.0006016008361726,0.0014131831746185,19.0,topk_selection_stability,,
EO|OZ|Delta,,,,,PSD,subject_bootstrap_ci,,,,,0.0009193894046371,0.0003091777156896,0.0020090111561318,19.0,topk_selection_stability,,
EO|C5|Delta,,,,,PSD,subject_bootstrap_ci,,,,,0.0008969859698098,0.0003551105919835,0.0017323345505246,19.0,topk_selection_stability,,
EO|CP3|Theta,,,,,PSD,subject_bootstrap_ci,,,,,0.0008805403317589,0.0003827172811662,0.0017775403382706,19.0,topk_selection_stability,,
EO|OZ|Beta High,,,,,PSD,subject_bootstrap_ci,,,,,0.0008791054478526,0.0002502624444998,0.0019628748552064,19.0,topk_selection_stability,,
EO|FT7|Delta,,,,,PSD,subject_bootstrap_ci,,,,,0.0008767093542342,0.0003256550163437,0.0015663888444809,19.0,topk_selection_stability,,
EO|C5|Theta,,,,,PSD,subject_bootstrap_ci,,,,,0.0008624518438361,0.0003669888970513,0.0015499399330383,19.0,topk_selection_stability,,
EO|F2|Beta High,,,,,PSD,subject_bootstrap_ci,,,,,0.0008548672603195,0.0004517177243034,0.0014642232018329,19.0,topk_selection_stability,,
EO|F4|Beta Medium,,,,,PSD,subject_bootstrap_ci,,,,,0.0008453232352801,0.0004451082355885,0.0015287104637306,19.0,topk_selection_stability,,
EC|F8-CP1|Beta High,,,,,WPLI,subject_bootstrap_ci,,,,,0.0021283631569603,0.001422914861604,0.0028202519343415,19.0,topk_selection_stability,,
EC|FT7-P2|Beta Medium,,,,,WPLI,subject_bootstrap_ci,,,,,0.0021186981913684,0.0007872984308835,0.0044301438834934,19.0,topk_selection_stability,,
EC|C5-P2|Beta Medium,,,,,WPLI,subject_bootstrap_ci,,,,,0.0021111686494135,0.0010626069604691,0.0035981908013164,19.0,topk_selection_stability,,
EC|F4-C5|Beta High,,,,,WPLI,subject_bootstrap_ci,,,,,0.0020966973611776,0.0014174438809096,0.0028228956154834,19.0,topk_selection_stability,,
EC|F8-FC4|Beta High,,,,,WPLI,subject_bootstrap_ci,,,,,0.002095080171076,0.0015377745951172,0.0026609532082789,19.0,topk_selection_stability,,
EC|F6-PO7|Beta Medium,,,,,WPLI,subject_bootstrap_ci,,,,,0.0020765141978221,0.001112200638345,0.0034576585162973,19.0,topk_selection_stability,,
EC|F8-P3|Beta Medium,,,,,WPLI,subject_bootstrap_ci,,,,,0.0020639007806823,0.0009805966283772,0.0034234896622358,19.0,topk_selection_stability,,
EC|CP2-CP6|Beta Low,,,,,WPLI,subject_bootstrap_ci,,,,,0.0020528541236193,0.0011943996293116,0.0029576190353748,19.0,topk_selection_stability,,
EC|F8-C2|Beta Medium,,,,,WPLI,subject_bootstrap_ci,,,,,0.0020491434866447,0.0011164068071768,0.0032313848164595,19.0,topk_selection_stability,,
EC|F8-P5|Beta Medium,,,,,WPLI,subject_bootstrap_ci,,,,,0.0020312768623304,0.0009680756387836,0.0033451341626899,19.0,topk_selection_stability,,
EC|FP2-P2|Beta Medium,,,,,WPLI,subject_bootstrap_ci,,,,,0.0020281166371205,0.000984355068806,0.0033708420141877,19.0,topk_selection_stability,,
EC|F8-P4|Beta High,,,,,WPLI,subject_bootstrap_ci,,,,,0.0020164030012031,0.0014267779964335,0.0027036099304754,19.0,topk_selection_stability,,
EC|C3-P6|Beta High,,,,,WPLI,subject_bootstrap_ci,,,,,0.0020126664427248,0.0013507490004442,0.0026149430424921,19.0,topk_selection_stability,,
EC|F8-P1|Beta High,,,,,WPLI,subject_bootstrap_ci,,,,,0.00197274077314,0.0014083131549431,0.0025815810651915,19.0,topk_selection_stability,,
EC|C2-T8|Beta High,,,,,WPLI,subject_bootstrap_ci,,,,,0.0019670141072167,0.0012775284928054,0.002695684361522,19.0,topk_selection_stability,,
EC|FC6-O1|Beta High,,,,,WPLI,subject_bootstrap_ci,,,,,0.0019598784406322,0.0013695162060737,0.0027758883710219,19.0,topk_selection_stability,,
EC|F7-P6|Beta Medium,,,,,WPLI,subject_bootstrap_ci,,,,,0.00195618312815,0.0010159415850664,0.0033718441492905,19.0,topk_selection_stability,,
EC|F8-CP5|Beta Medium,,,,,WPLI,subject_bootstrap_ci,,,,,0.0019524735152672,0.0011201463828003,0.0030997891800126,19.0,topk_selection_stability,,
EC|F8-P6|Beta High,,,,,WPLI,subject_bootstrap_ci,,,,,0.0019518197534221,0.0013501372117776,0.0027754973061009,19.0,topk_selection_stability,,
EC|FP2-P1|Beta Medium,,,,,WPLI,subject_bootstrap_ci,,,,,0.0019480418237495,0.0009407854361306,0.003231436037423,19.0,topk_selection_stability,,
psd|EC|gate_weight,,,,,gate,subject_bootstrap_ci,,,,,0.0551665133145938,0.0444505047474635,0.0681424305856004,19.0,topk_selection_stability,,
psd|EO|gate_weight,,,,,gate,subject_bootstrap_ci,,,,,0.9448334852331562,0.9318575655786614,0.9555494939967204,19.0,topk_selection_stability,,
wpli|EC|gate_weight,,,,,gate,subject_bootstrap_ci,,,,,0.994732570961902,0.9923982323314012,0.9966919518379788,19.0,topk_selection_stability,,
wpli|EO|gate_weight,,,,,gate,subject_bootstrap_ci,,,,,0.0052674260994864,0.0033080454032343,0.0076017669827212,19.0,topk_selection_stability,,
EC state|delta_probability,,,,,occlusion,subject_bootstrap_ci,,,,,0.1089928112375915,-0.0383235215864751,0.2368431919721763,19.0,topk_selection_stability,,
EO state|delta_probability,,,,,occlusion,subject_bootstrap_ci,,,,,-0.1008977706106009,-0.1755474104353542,-0.0312520167513253,19.0,topk_selection_stability,,
PSD branch|delta_probability,,,,,occlusion,subject_bootstrap_ci,,,,,-0.1321730828712275,-0.2265519003190734,-0.0438460146291043,19.0,topk_selection_stability,,
WPLI branch|delta_probability,,,,,occlusion,subject_bootstrap_ci,,,,,0.114893084457453,-0.023420812263126,0.2382384917168626,19.0,topk_selection_stability,,
,,,,,,,,,,,,,,,branch_state_occlusion,EC state,0.10899281123759152
,,,,,,,,,,,,,,,branch_state_occlusion,EO state,-0.10089777061060097
,,,,,,,,,,,,,,,branch_state_occlusion,PSD branch,-0.13217308287122756
,,,,,,,,,,,,,,,branch_state_occlusion,WPLI branch,0.1148930844574531
